,rank,name,number_students,student_staff_ratio,intl_students,female_male_ratio,overall_score,teaching_score,research_score,citations_score,industry_income_score,international_outlook_score,address,street_address,locality_address,region_address,postcode_address,country_address,Country,City,Latitude,Longitude
164,165,university liverpool,23055,13.8,33.0,55.0,56.3,35.2,37.5,88.8,38.8,92.2,"Foundation Building, Brownlow Hill, Liverpool, L69 7ZX, United Kingdom",,,,,,United Kingdom, Liverpool,53.4071991,-2.99168
166,166,university leicester,14645,14.3,32.0,53.0,56.1,30.1,34.8,96.2,38.1,90.7,"University Road, Leicester, Leicestershire, LE1 7RH, United Kingdom",,,,,,United Kingdom, Leicester,52.6362,-1.1331969
167,168,university aberdeen,12400,15.7,39.0,57.0,56.0,30.4,33.3,95.2,45.8,95.7,"King's College, Aberdeen, Aberdeenshire, AB24 3FX, United Kingdom",,,,,,United Kingdom, Aberdeen,57.1482429,-2.0928095
168,168,university bologna,65819,24.0,12.0,56.0,56.0,51.5,34.8,83.8,45.1,50.7,"Via Zamboni 33, Bologna, 40126, Italy",,,,,,Italy, Bologna,44.4938203,11.3426327
169,168,rutgers university new brunswick 0,44801,11.2,17.0,52.0,56.0,47.8,48.5,73.9,41.1,51.5,"83 Somerset Street, New Brunswick, New Jersey, 08901-1281, United States",,,,,,United States, New Brunswick,40.4862174,-74.4518173
170,171,hong kong polytechnic university,20388,23.1,25.0,52.0,55.9,41.0,46.6,71.8,42.3,94.1,"11 Yuk Choi Road, Hung Hom, Kowloon, Hong Kong",,,,,,Hong Kong, Kowloon,22.2965739,114.1729841
171,172,university alabama birmingham,16927,16.7,6.0,62.0,55.7,39.2,33.6,97.3,74.8,37.4,"1720 2nd Ave South, Birmingham, Alabama, 35294, United States",,,,,,United States, Birmingham,33.5206824,-86.8024326
172,173,northeastern university us,19575,13.9,35.0,49.0,55.6,38.0,27.9,97.5,38.0,75.0,"360 Huntington Ave, Boston, Massachusetts, 02115, United States",,,,,,United States, Boston,42.3554334,-71.060511
173,173,university rochester,9824,4.2,31.0,49.0,55.6,43.4,30.3,91.4,40.9,67.2,"Rochester, New York, 14627, United States",,,,,,United States,Rochester,43.157285,-77.615214
174,175,university florida,46642,16.8,10.0,55.0,55.4,54.0,53.8,61.9,57.9,40.0,"Gainesville, Florida, 32611, United States",,,,,,United States,Gainesville,29.6519684,-82.3249846
175,175,karlsruhe institute technology,27255,25.6,22.0,28.0,55.4,45.4,47.8,66.5,91.3,69.1,"Kaiserstraße 12, Karlsruhe, 76131, Germany",,,,,,Germany, Karlsruhe,49.0068705,8.4034195
176,175,stockholm university,27185,19.5,14.0,,55.4,30.0,46.4,85.0,36.6,81.3,"SE-106 91, Stockholm, Sweden",,,,,,Sweden, Stockholm,59.3251172,18.0710935
177,178,texas am university,60818,24.8,8.0,47.0,55.3,49.3,54.8,62.8,45.3,54.3,"Rudder Tower, 401 Joe Routt Blvd, College Station, Texas, 77843-1372, United States",,,,,,United States, College Station,30.5955289,-96.3071042
178,179,university auckland,32821,22.1,32.0,56.0,55.2,31.4,43.9,80.2,62.4,94.0,"Private Bag 92019, Auckland, 1142, New Zealand",,,,,,New Zealand, Auckland,-36.852095,174.7631803
179,179,university california santa cruz,18783,23.0,10.0,50.0,55.2,33.1,34.9,97.7,39.1,60.6,"1156 High Street, Santa Cruz, California, 95064, United States",,,,,,United States, Santa Cruz,37.050096,-121.9905908
180,179,korea university,22965,16.0,22.0,,55.2,48.4,50.2,64.5,93.9,52.0,"145 Anam-ro, Seongbuk-gu, Seoul, 02841, South Korea",,,,,,South Korea, Seoul,37.5666791,126.9782914
181,179,queensland university technology,34871,38.2,16.0,54.0,55.2,31.9,40.3,86.4,62.4,81.4,"2 George Street, Brisbane, Queensland, QLD 4000, Australia",,,,,,Australia, Brisbane,-27.4689682,153.0234991
182,183,university erlangen nuremberg,38111,57.0,12.0,48.0,54.9,41.1,45.8,75.2,89.6,52.9,"Schlossplatz 4, Erlangen, 91054, Germany",,,,,,Germany, Erlangen,49.5928616,11.0056
184,184,technical university denmark,9265,6.6,25.0,30.0,54.8,39.4,40.2,73.8,71.6,92.8,"Anker Engelunds Vej 1, 2800 Kgs. Lyngby, Denmark",,,,,,Denmark, Denmark,55.670249,10.3333283
185,186,eindhoven university technology,8917,20.7,19.0,,54.7,44.6,48.8,61.0,99.8,78.3,"Postbus 513, Eindhoven, 5600, Netherlands",,,,,,Netherlands, Eindhoven,51.44855695,5.450122521857143
186,186,university gothenburg,19677,10.2,13.0,,54.7,27.5,41.5,93.5,40.1,65.7,"PO Box 100, SE-405 30, Gothenburg, Sweden",,,,,,Sweden, Gothenburg,57.7072326,11.9670171
187,188,telecom paris,923,5.6,39.0,21.0,54.6,42.6,38.3,74.4,76.6,81.7,"19 place Marguerite Perey F-91120, Palaiseau, France",,,,,,France, Palaiseau,48.7144587,2.2453842
191,192,university east anglia,15195,13.9,28.0,60.0,54.2,28.3,30.1,97.2,35.7,87.7,"Norwich Research Park, Norwich, Norfolk, NR4 7TJ, United Kingdom",,,,,,United Kingdom, Norwich,52.6285576,1.2923954
192,193,university canberra,10823,36.2,32.0,,54.1,25.2,31.1,99.2,38.6,86.9,"University Drive, Bruce, Australian Capital Territory, ACT 2617, Australia",,,,,,Australia, Bruce,-35.2453517,149.0916334
193,194,university duisburg essen,42698,53.0,19.0,48.0,54.0,34.4,32.8,91.8,71.6,60.0,"Universitätsstraße 2, Essen, 45141, Germany",,,,,,Germany, Essen,51.4582235,7.0158171
194,194,university technology sydney,26385,43.4,34.0,51.0,54.0,33.5,42.9,75.3,50.3,96.1,"15 Broadway, Ultimo, New South Wales, NSW 2007, Australia",,,,,,Australia, Ultimo,-33.8794728,151.1984346
195,194,university witwatersrand,28521,26.3,8.0,56.0,54.0,31.2,43.2,78.8,100.0,73.7,"1 Jan Smuts Avenue, Braamfontein 2000, Johannesburg, South Africa",,,,,,South Africa, Johannesburg,-26.205,28.049722
196,197,yonsei university seoul campus,17744,14.6,22.0,47.0,53.9,51.2,52.6,53.0,98.9,58.4,"50 Yonsei-ro, Seodaemun-gu, Seoul, 03722, South Korea",,,,,,South Korea, Seoul,37.5666791,126.9782914
197,198,university antwerp,15166,29.3,17.0,55.0,53.8,35.6,44.5,75.8,72.2,69.6,"Prinsstraat 13, 2000 Antwerpen, Belgium",,,,,,Belgium, Belgium,50.6402809,4.6667145
198,198,cardiff university,25500,13.5,27.0,59.0,53.8,32.5,35.5,87.1,37.8,85.1,"Park Place, Cardiff, CF10 3AT, United Kingdom",,,,,,United Kingdom, Cardiff,51.4816546,-3.1791934
199,198,george washington university,23488,13.1,18.0,60.0,53.8,48.6,32.4,81.5,35.0,55.5,"1918 F Street, NW, Washington, District of Columbia, 20052, United States",,,,,,United States, Washington,38.8950368,-77.0365427
201,198,university st andrews,9215,12.7,46.0,58.0,53.8,42.2,41.8,67.8,37.6,96.6,"College Gate, St. Andrews, Fife, KY16 9AJ, United Kingdom",,,,,,United Kingdom, Fife,56.3333331,-3.0000001
202,201,aalborg university,16340,13.6,15.0,,53.7,28.5,39.1,87.1,48.0,75.1,"Fredrik Bajers Vej 5 P.O. Box 159, DK - 9100 Aalborg, Denmark",,,,,,Denmark, Denmark,55.670249,10.3333283
203,201,university barcelona,46214,11.8,10.0,62.0,53.7,37.3,32.5,87.6,41.2,54.7,"Gr. Via de les Corts Catalanes, 585, Barcelona, 08007, Spain",,,,,,Spain, Barcelona,41.3828939,2.1774322
204,201,university bergen,14007,12.5,14.0,60.0,53.7,29.5,29.4,94.1,37.1,78.3,"PO Box 7800, 5020 Bergen, Norway",,,,,,Norway, Norway,61.1529386,8.7876653
205,201,brandeis university,5375,12.2,27.0,57.0,53.7,28.5,22.9,100.0,35.6,53.4,"415 South St., Waltham, Massachusetts, 02453, United States",,,,,,United States, Waltham,42.3756401,-71.2358004
206,201,university calgary,28560,16.0,19.0,,53.7,33.9,34.2,84.7,48.1,77.2,"2500 University Drive. NW, Calgary, Alberta, T2N 1N4, Canada",,,,,,Canada, Calgary,51.0460954,-114.065465
207,201,copenhagen business school,16317,30.9,25.0,48.0,53.7,25.3,32.4,83.7,43.6,92.2,"Solbjerg Plads 3, DK-2000 Frederiksberg, Denmark",,,,,,Denmark, Denmark,55.670249,10.3333283
208,201,university dundee,12120,17.6,22.0,63.0,53.7,24.8,31.2,90.5,46.5,80.4,"Nethergate, Dundee, DD1 4HN, United Kingdom",,,,,,United Kingdom, Dundee,56.4605938,-2.97019
211,201,university hawaii manoa,15054,10.8,10.0,57.0,53.7,36.3,38.9,73.8,51.5,65.5,"2500 Campus Road, Honolulu, Hawaii, HI 96822, United States",,,,,,United States, Honolulu,21.304547,-157.855676
212,201,hebrew university jerusalem,16137,12.0,5.0,56.0,53.7,48.2,45.1,62.3,41.4,60.3,"Jerusalem, 9190501, Israel",,,,,,Israel,Jerusalem,31.79592425,35.21198075969497
214,201,howard university,8449,7.5,8.0,65.0,53.7,42.8,15.3,99.0,34.4,34.0,"2400 Sixth Street, NW, Washington, District of Columbia, 20059, United States",,,,,,United States, Washington,38.8950368,-77.0365427
215,201,university iowa,28945,11.6,12.0,52.0,53.7,43.1,29.5,82.3,54.0,46.5,"Jessup Hall, Iowa City, Iowa, 52245, United States",,,,,,United States, Iowa City,41.6612561,-91.5299106
217,201,king abdulaziz university,32853,7.9,21.0,54.0,53.7,29.5,16.5,96.4,78.9,93.1,"P.O. Box 80200, Jeddah, 21589, Saudi Arabia",,,,,,Saudi Arabia, Jeddah,21.5810088,39.1653612
218,201,university konstanz,11387,56.1,13.0,55.0,53.7,38.8,44.2,66.4,72.1,65.6,"Universitätsstraße 10, Konstanz, 78464, Germany",,,,,,Germany, Konstanz,47.659216,9.1750718
219,201,kth royal institute technology,12659,15.7,20.0,33.0,53.7,40.5,42.7,62.3,50.5,89.0,"Brinellvägen 8, Stockholm, 100 44, Sweden",,,,,,Sweden, Stockholm,59.3251172,18.0710935
220,201,universite libre de bruxelles,27194,36.2,34.0,56.0,53.7,30.2,41.5,73.6,42.7,87.0,"Avenue Franklin Roosevelt 50, 1050 Bruxelles, Belgium",,,,,,Belgium, Belgium,50.6402809,4.6667145
221,201,university luxembourg,4654,18.7,49.0,51.0,53.7,37.9,36.5,75.8,45.2,99.7,"2, avenue de l'Université, L-4365 Esch-sur-Alzette, Luxembourg",,,,,,Luxembourg, Luxembourg,49.6112768,6.129799
222,201,macquarie university,30234,68.6,29.0,52.0,53.7,37.8,42.6,71.8,53.1,83.9,"Balaclava Rd, North Ryde, Sydney, New South Wales, NSW 2109, Australia",,,,,,Australia, North Ryde,-33.7975472,151.127306
223,201,university massachusetts,61204,13.0,15.0,48.0,53.7,38.5,31.1,87.0,49.9,61.7,"One Beacon Street, 31st Floor, Boston, Massachusetts, MA 02108, United States",,,,,,United States, Boston,42.3554334,-71.060511
225,201,medical university vienna,7142,8.1,30.0,52.0,53.7,33.4,23.5,90.3,53.0,78.8,"Spitalgasse 23, Vienna, 1090, Austria",,,,,,Austria, Vienna,48.2083537,16.3725042
226,201,university miami,15971,6.3,16.0,52.0,53.7,44.0,25.2,83.2,41.3,59.1,"Coral Gables, Florida, 33124, United States",,,,,,United States,Coral Gables,25.72149,-80.2683838
228,201,newcastle university,22690,14.1,27.0,51.0,53.7,31.5,36.2,85.5,41.7,87.8,"Armstrong Building, Newcastle upon Tyne, Tyne and Wear, NE1 7RU, United Kingdom",,,,,,United Kingdom, Newcastle upon Tyne,54.9738474,-1.6131572
230,201,university padua,45169,21.3,4.0,55.0,53.7,42.5,30.9,80.2,38.4,45.1,"Via 8 Febbraio 2, Padova, 35122, Italy",,,,,,Italy, Padova,45.4077172,11.8734455
232,201,queens university belfast,17745,17.2,36.0,55.0,53.7,31.2,35.5,83.7,38.7,96.4,"University Road, Belfast, BT7 1NN, United Kingdom",,,,,,United Kingdom, Belfast,54.596391,-5.9301829
234,201,university reading,14105,14.9,31.0,57.0,53.7,32.1,35.2,76.9,40.3,91.9,"Whiteknights House Whiteknights, PO Box 217, Reading, Berkshire, RG6 6AH, United Kingdom",,,,,,United Kingdom, Reading,51.456659,-0.9696512
235,201,st georges university london,3225,14.7,21.0,62.0,53.7,24.0,22.0,98.2,36.9,79.6,"Cranmer Terrace, London, SW17 0RE, United Kingdom",,,,,,United Kingdom, London,51.5073359,-0.12765
236,201,university south florida tampa,33885,18.9,14.0,,53.7,30.5,34.2,87.3,89.0,54.7,"4202 E. Fowler Avenue, Tampa, Florida, 33620, United States",,,,,,United States, Tampa,27.9477595,-82.458444
239,201,ulsan national institute science and technology unist,4127,13.9,8.0,26.0,53.7,27.8,38.6,91.3,80.5,51.9,"50, UNIST-gil, Ulju-gun, Ulsan, 44919, South Korea",,,,,,South Korea, Ulsan,35.5391697,129.3119136
240,201,university college dublin,22541,23.1,29.0,,53.7,30.8,36.5,73.6,43.9,92.5,"Belfield, Dublin 4, Ireland",,,,,,Ireland,Belfield,53.9695911,-6.3894603
241,201,university utah,30365,14.2,8.0,47.0,53.7,39.0,34.7,86.4,48.3,33.0,"201 Presidents Circle, Salt Lake City, Utah, 84112, United States",,,,,,United States, Salt Lake City,40.7596198,-111.886797
242,201,virginia polytechnic institute and state university,32838,18.3,14.0,43.0,53.7,37.5,42.3,70.9,47.5,54.0,"Blacksburg, Virginia, 24061, United States",,,,,,United States,Blacksburg,37.2296566,-80.4136767
243,201,vita salute san raffaele university,2610,10.7,3.0,59.0,53.7,38.7,22.4,97.6,35.9,43.1,"Via Olgettina 58, Milano, 20123, Italy",,,,,,Italy, Italy,42.6384261,12.674297
244,201,vrije universiteit brussel,11371,28.4,22.0,54.0,53.7,37.4,42.3,62.7,87.0,75.4,"Pleinlaan 2, 1050 Brussel, Belgium",,,,,,Belgium, Belgium,50.6402809,4.6667145
245,201,wake forest university,7675,4.0,9.0,53.0,53.7,42.8,18.8,94.1,43.6,31.2,"1834 Wake Forest Road, Winston-Salem, North Carolina, 27106, United States",,,,,,United States, Winston-Salem,36.0998131,-80.2440518
246,201,university waterloo,33519,23.6,20.0,47.0,53.7,35.0,42.1,66.3,45.1,84.1,"University of Waterloo, 200 University Avenue West, Waterloo, Ontario, N2L 3G1, Canada",,,,,,Canada, Waterloo,43.4652699,-80.5222961
247,201,western university,29865,23.1,18.0,56.0,53.7,40.2,35.7,76.4,59.1,80.0,"1151 Richmond Street, London, Ontario, N6A 3K7, Canada",,,,,,Canada, London,42.9832406,-81.243372
248,201,william mary,8235,11.4,9.0,55.0,53.7,47.5,21.1,87.4,35.3,37.3,"P.O. Box 8795, Williamsburg, Virginia, 23187-8795, United States",,,,,,United States, Williamsburg,37.2708788,-76.7074042
249,201,university wollongong,18642,31.5,29.0,52.0,53.7,29.9,35.0,75.5,55.7,93.4,"Northfields Ave, Wollongong, New South Wales, NSW 2522, Australia",,,,,,Australia, Wollongong,-34.4278083,150.893054
252,251,autonomous university madrid,29576,13.4,14.0,61.0,50.0,40.1,28.7,74.5,38.6,51.5,"Madrid, 28049, Spain",,,,,,Spain,Madrid,40.4167047,-3.7035825
253,251,university bath,13825,16.5,32.0,46.0,50.0,28.6,31.1,75.7,37.5,90.3,"Claverton Down, Bath, Somerset, BA2 7AY, United Kingdom",,,,,,United Kingdom, Bath,51.3813864,-2.3596963
254,251,brighton and sussex medical school,880,11.0,15.0,57.0,50.0,15.9,19.9,100.0,34.4,77.7,"BSMS Teaching Building, Brighton, East Sussex, BN1 9PX, United Kingdom",,,,,,United Kingdom, Brighton,50.8214626,-0.1400561
255,251,university buffalo,25849,17.4,17.0,44.0,50.0,37.2,32.7,73.8,42.1,64.7,"12 Capen Hall Buffalo, New York 14260-1660, Buffalo, New York, 14260, United States",,,,,,United States, Buffalo,42.8867166,-78.8783922
256,251,university california riverside,22272,18.0,14.0,53.0,50.0,31.2,30.3,85.9,39.4,64.7,"900 University Avenue, # 116, Riverside, California, 92521-0001, United States",,,,,,United States, Riverside,33.9533546,-117.3961623
257,251,chalmers university technology,9209,12.5,17.0,32.0,50.0,36.1,42.1,60.0,74.1,82.9,"Maskingränd 2, Göteborg, 412 58, Sweden",,,,,,Sweden, Göteborg,57.7072326,11.9670171
258,251,university cincinnati uptown,28434,20.4,9.0,51.0,50.0,35.5,30.8,83.9,39.4,40.9,"2600 Clifton Ave, Cincinnati, Ohio, 45221, United States",,,,,,United States, Cincinnati,39.1014537,-84.5124602
259,251,curtin university,29214,20.2,31.0,51.0,50.0,23.4,30.4,83.2,44.8,94.2,"Kent Street, Bentley, Perth, Western Australia, WA 6102, Australia",,,,,,Australia, Bentley,-28.7777078,153.1124992
260,251,dalhousie university,15196,14.7,23.0,54.0,50.0,27.7,29.6,79.5,44.4,85.4,"Halifax, Nova Scotia, B3H 4R2, Canada",,,,,,Canada,Halifax,44.648618,-63.5859487
261,251,university delaware,20566,17.0,10.0,57.0,50.0,28.5,38.2,71.5,90.6,47.2,"150 South College Avenue, Newark, Delaware, 19716-7200, United States",,,,,,United States, Newark,40.735657,-74.1723667
263,251,university essex,11925,16.1,39.0,54.0,50.0,31.6,34.3,68.6,35.0,96.5,"Wivenhoe Park, Colchester, Essex, CO4 3SQ, United Kingdom",,,,,,United Kingdom, Colchester,51.8896903,0.8994651
264,251,flinders university,16844,25.8,34.0,64.0,50.0,22.5,29.9,84.4,37.7,88.0,"Sturt Road, Bedford Park, South Australia, SA 5042, Australia",,,,,,Australia, Bedford Park,-35.0233978,138.5698409
265,251,florida state university,38520,24.1,7.0,56.0,50.0,38.0,40.1,69.2,39.4,43.5,"600 W. College Avenue, Tallahassee, Florida, 32306, United States",,,,,,United States, Tallahassee,30.4380832,-84.2809332
266,251,george mason university,29377,18.0,10.0,54.0,50.0,29.9,26.3,89.5,35.8,46.2,"4400 University Drive, Fairfax, Virginia, 22030, United States",,,,,,United States, Fairfax,38.8462236,-77.3063733
267,251,heriot watt university,9190,17.2,35.0,41.0,50.0,28.4,26.7,75.2,42.0,94.0,"Scott Russell Building, Riccarton, Edinburgh, Midlothian, EH14 4AS, United Kingdom",,,,,,United Kingdom, Riccarton,55.5953612,-4.4968041
269,251,university illinois chicago,27031,11.5,20.0,52.0,50.0,45.0,33.4,69.7,43.2,54.9,"1200 W Harrison St, Chicago, Illinois, 60607, United States",,,,,,United States, Chicago,41.8755616,-87.6244212
271,251,la trobe university,22292,33.9,29.0,64.0,50.0,27.1,33.1,73.3,51.3,83.8,"Kingsbury Drive, Bundoora, Melbourne, Victoria, VIC 3086, Australia",,,,,,Australia, Bundoora,-37.69730565,145.06625435609772
273,251,macau university science and technology,9924,24.4,79.0,56.0,50.0,27.1,22.4,83.0,34.8,99.6,"Avenida Wai, Long, Taipa, Macao",,,,,,Macao, Long,41.3847796,2.1422978
275,251,university galway,13911,26.6,17.0,58.0,50.0,27.1,29.9,76.3,42.4,79.8,"University Rd, Galway, H91 TK33, Ireland",,,,,,Ireland, Galway,53.2744122,-9.0490601
276,251,university navarra,10833,13.0,22.0,53.0,50.0,30.4,27.9,80.3,85.5,65.1,"Pamplona, Navarra, 31009, Spain",,,,,,Spain,Pamplona,42.8182536,-1.6440304
277,251,university oregon,22143,10.8,12.0,54.0,50.0,34.0,29.3,83.7,34.7,37.0,"1585 E. 13th Avenue, Eugene, Oregon, 97403, United States",,,,,,United States, Eugene,44.0505054,-123.0950506
278,251,oregon health and science university,2895,1.0,3.0,66.0,50.0,35.7,16.7,99.7,47.6,26.6,"3181 S.W. Sam Jackson Park Rd, Portland, Oregon, 97239-3098, United States",,,,,,United States, Portland,45.5202471,-122.674194
291,251,university stuttgart,26004,45.8,20.0,32.0,50.0,41.8,45.4,52.4,61.1,53.1,"Keplerstraße 7, Stuttgart, 70174, Germany",,,,,,Germany, Stuttgart,48.7784485,9.1800132
292,251,sun yat sen university,53603,16.6,9.0,51.0,50.0,43.6,35.8,63.5,56.4,34.9,"No. 135, Xingang Xi Road, Guangzhou, Guangdong, 510275, China",,,,,,China, Guangzhou,23.1301964,113.2592945
293,251,university surrey,13125,16.0,37.0,55.0,50.0,30.2,34.3,71.9,46.8,93.7,"Stag Hill, Guildford, Surrey, GU2 7XH, United Kingdom",,,,,,United Kingdom, Guildford,51.2356068,-0.5732063
294,251,swansea university,16445,16.8,23.0,45.0,50.0,21.3,24.1,93.3,36.8,83.2,"Singleton Park, Swansea, SA2 8PP, United Kingdom",,,,,,United Kingdom, Swansea,51.6195955,-3.9459248
295,251,syracuse university,20236,15.7,20.0,53.0,50.0,35.1,29.6,78.1,35.3,48.7,"900 South Crouse Ave, Syracuse, New York, NY 13244, United States",,,,,,United States, Syracuse,43.0481221,-76.1474244
296,251,tampere university,15149,21.8,6.0,51.0,50.0,26.4,34.7,81.8,52.6,49.3,"Kalevantie 4, Tampere, 33100, Finland",,,,,,Finland, Tampere,61.4980214,23.7603118
297,251,technical university darmstadt,18166,40.8,17.0,30.0,50.0,42.4,44.2,50.4,89.5,57.2,"Karolinenplatz 5, Darmstadt, 64289, Germany",,,,,,Germany, Darmstadt,49.8851869,8.6736295
298,251,tohoku university,17735,8.2,12.0,27.0,50.0,52.7,54.4,39.8,86.4,38.1,"2-1-1 Katahira, Aoba-ku, Sendai, Miyagi, 980-8577, Japan",,,,,,Japan, Sendai,38.2677554,140.8691498
299,251,tokyo institute technology,9752,7.7,13.0,15.0,50.0,51.2,51.8,37.4,69.3,40.5,"2-12-1 Ookayama, Meguro-ku, Tokyo, 152-8550, Japan",,,,,,Japan, Tokyo,35.6812665,139.757653
302,301,anglia ruskin university aru,18020,23.1,30.0,63.0,46.8,17.9,14.4,99.9,35.1,83.7,"East Road, Cambridge, Cambridgeshire, CB1 1PT, United Kingdom",,,,,,United Kingdom, Cambridge,52.2055314,0.1186637
303,301,beijing normal university,23524,15.4,11.0,,46.8,46.5,39.6,48.6,57.1,42.9,"No. 19 XinJieKouWai St, HaiDian Distric, Beijing, 100875, China",,,,,,China, Beijing,39.906217,116.3912757
306,301,colorado school mines,5768,16.7,11.0,29.0,46.8,30.1,25.1,79.6,46.6,42.1,"1500 Illinois Street, Golden, Colorado, CO 80401, United States",,,,,,United States, Golden,39.7546349,-105.22058
308,301,deakin university,39305,28.6,22.0,58.0,46.8,23.8,29.6,73.5,40.6,85.2,"1 Gheringhap Street, Geelong, Victoria, VIC 3220, Australia",,,,,,Australia, Geelong,-38.1493084,144.3598004
310,301,goethe university frankfurt,47141,19.6,15.0,57.0,46.8,31.7,29.5,75.6,43.2,59.9,"Theodor-W.-Adorno-Platz 1, Frankfurt, Hesse, 60323, Germany",,,,,,Germany, Hesse,50.6080651,9.0284647
312,301,huazhong university science and technology,56379,16.5,5.0,36.0,46.8,41.0,39.1,59.8,90.4,25.8,"1037 Luoyu Road, Wuhan, Hubei, 430074, China",,,,,,China, Wuhan,30.5951051,114.2999353
